"","exposureId","exposureName","outcomeId","outcomeName","groundTruth","indicationId","indicationName","comparatorId","comparatorName","comparatorType"
"1",1309204,"Adenosine",500000301,"OMOP Acute Liver Failure 1",0,21001538,"Paroxysmal Supraventricular Tachycardia",1135766,"Phenylephrine","Target Primary Indication->Comparator Any Indication"
"2",1103552,"almotriptan",500000301,"OMOP Acute Liver Failure 1",0,21001116,"Migraine",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
"3",919204,"Amylases",500000301,"OMOP Acute Liver Failure 1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"4",917006,"Benzocaine",500000301,"OMOP Acute Liver Failure 1",0,21001752,"Sore Throat",1192710,"Chlorpheniramine","Target Primary Indication->Comparator Primary Indication"
"5",1136601,"benzonatate",500000301,"OMOP Acute Liver Failure 1",0,21003205,"Cough",1163944,"Guaifenesin","Target Primary Indication->Comparator Primary Indication"
"6",19008009,"Cosyntropin",500000301,"OMOP Acute Liver Failure 1",0,21000636,"Acute Adrenocortical Insufficiency",1541079,"Corticotropin","Target Any Indication->Comparator Any Indication"
"7",924724,"Dicyclomine",500000301,"OMOP Acute Liver Failure 1",0,21002116,"Irritable Bowel Syndrome",1101703,"homatropine","Target Primary Indication->Comparator Any Indication"
"8",739323,"Droperidol",500000301,"OMOP Acute Liver Failure 1",0,21003079,"Pain",1125315,"Acetaminophen","Target Primary Indication->Comparator Primary Indication"
"9",931973,"Endopeptidases",500000301,"OMOP Acute Liver Failure 1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"10",1145379,"Ergotamine",500000301,"OMOP Acute Liver Failure 1",0,21003157,"Vascular Headache",1125315,"Acetaminophen","Target Any Indication->Comparator Any Indication"
"11",1396012,"ferrous gluconate",500000301,"OMOP Acute Liver Failure 1",0,21000803,"Iron Deficiency Anemia",941258,"Docusate","Target Primary Indication->Comparator Primary Indication"
"12",954853,"Flavoxate",500000301,"OMOP Acute Liver Failure 1",0,21003251,"Dysuria",933724,"Phenazopyridine","Target Primary Indication->Comparator Primary Indication"
"13",1149380,"fluticasone",500000301,"OMOP Acute Liver Failure 1",0,21001770,"Allergic Rhinitis",1154332,"Pseudoephedrine","Target Primary Indication->Comparator Primary Indication"
"14",1789276,"gatifloxacin",500000301,"OMOP Acute Liver Failure 1",0,21002274,"E. Coli Pyelonephritis",1717963,"ertapenem","Target Primary Indication->Comparator Any Indication"
"15",1763779,"Griseofulvin",500000301,"OMOP Acute Liver Failure 1",0,21000307,"Tinea Barbae",902950,"Tolnaftate","Target Primary Indication->Comparator Any Indication"
"16",923672,"Hyoscyamine",500000301,"OMOP Acute Liver Failure 1",0,21003251,"Dysuria",954853,"Flavoxate","Target Primary Indication->Comparator Primary Indication"
"17",986117,"Ketotifen",500000301,"OMOP Acute Liver Failure 1",0,21001283,"Allergic Conjunctivitis",967562,"loteprednol etabonate","Target Primary Indication->Comparator Primary Indication"
"18",987245,"Lactulose",500000301,"OMOP Acute Liver Failure 1",0,21002114,"Constipation",986417,"POLYETHYLENE GLYCOL 3350","Target Primary Indication->Comparator Primary Indication"
"19",990760,"Lipase",500000301,"OMOP Acute Liver Failure 1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"20",767410,"lithium citrate",500000301,"OMOP Acute Liver Failure 1",0,21000953,"Manic Bipolar Disorder",766814,"quetiapine","Target Primary Indication->Comparator Any Indication"
"21",904356,"Methenamine",500000301,"OMOP Acute Liver Failure 1",0,21002320,"Urinary Tract Infections",1705674,"Trimethoprim","Target Primary Indication->Comparator Primary Indication"
"22",907879,"Miconazole",500000301,"OMOP Acute Liver Failure 1",0,21000322,"Vulvovaginal Candidiasis",1754994,"Fluconazole","Target Primary Indication->Comparator Primary Indication"
"23",717136,"Neostigmine",500000301,"OMOP Acute Liver Failure 1",0,21003253,"Urinary Retention",914335,"Atropine","Target Any Indication->Comparator Any Indication"
"24",918906,"oxybutynin",500000301,"OMOP Acute Liver Failure 1",0,21003255,"Urinary Urge Incontinence",916005,"Solifenacin","Target Primary Indication->Comparator Primary Indication"
"25",1727443,"Paromomycin",500000301,"OMOP Acute Liver Failure 1",0,21000014,"Acute Intestinal Amebiasis",915981,"Neomycin","Target Any Indication->Comparator Any Indication"
"26",1729720,"Penicillin V",500000301,"OMOP Acute Liver Failure 1",0,21001750,"Pharyngitis",1768849,"Cefaclor","Target Primary Indication->Comparator Primary Indication"
"27",735340,"Phentermine",500000301,"OMOP Acute Liver Failure 1",0,21000789,"Obesity",739363,"sibutramine","Target Primary Indication->Comparator Primary Indication"
"28",1335539,"Phentolamine",500000301,"OMOP Acute Liver Failure 1",0,21001633,"Cerebral Ischemia",730729,"Pentobarbital","Target Primary Indication->Comparator Any Indication"
"29",751347,"Primidone",500000301,"OMOP Acute Liver Failure 1",0,21001092,"Tonic-Clonic Epilepsy",750146,"Ethotoin","Target Primary Indication->Comparator Primary Indication"
"30",953391,"Propantheline",500000301,"OMOP Acute Liver Failure 1",0,21002035,"Peptic Ulcer",939506,"Sodium Bicarbonate","Target Primary Indication->Comparator Any Indication"
"31",1137529,"salmeterol",500000301,"OMOP Acute Liver Failure 1",0,21001866,"Bronchial Asthma",1551099,"Prednisone","Target Primary Indication->Comparator Primary Indication"
"32",965748,"Scopolamine",500000301,"OMOP Acute Liver Failure 1",0,21003375,"Motion Sickness",1153013,"Promethazine","Target Primary Indication->Comparator Any Indication"
"33",1580747,"sitagliptin",500000301,"OMOP Acute Liver Failure 1",0,21000594,"Type 2 Diabetes Mellitus",1525215,"pioglitazone","Target Primary Indication->Comparator Primary Indication"
"34",990499,"Sodium Phosphate, Monobasic",500000301,"OMOP Acute Liver Failure 1",0,21002114,"Constipation",987245,"Lactulose","Target Primary Indication->Comparator Primary Indication"
"35",1036228,"Sucralfate",500000301,"OMOP Acute Liver Failure 1",0,21002024,"Duodenal Ulcer",1713332,"Amoxicillin","Target Primary Indication->Comparator Any Indication"
"36",1037005,"Tetrahydrocannabinol",500000301,"OMOP Acute Liver Failure 1",0,21000160,"Anorexia from HIV",1300978,"Megestrol","Target Primary Indication->Comparator Any Indication"
"37",1702559,"Tinidazole",500000301,"OMOP Acute Liver Failure 1",0,21000398,"Trichomoniasis",1707164,"Metronidazole","Target Primary Indication->Comparator Primary Indication"
"38",1529331,"Acarbose",500000401,"OMOP Acute Renal Failure 1",0,21000594,"Type 2 Diabetes Mellitus",1503297,"Metformin","Target Primary Indication->Comparator Primary Indication"
"39",1309204,"Adenosine",500000401,"OMOP Acute Renal Failure 1",0,21001538,"Paroxysmal Supraventricular Tachycardia",1135766,"Phenylephrine","Target Primary Indication->Comparator Any Indication"
"40",1103552,"almotriptan",500000401,"OMOP Acute Renal Failure 1",0,21001116,"Migraine",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
"41",919204,"Amylases",500000401,"OMOP Acute Renal Failure 1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"42",917006,"Benzocaine",500000401,"OMOP Acute Renal Failure 1",0,21001752,"Sore Throat",1192710,"Chlorpheniramine","Target Primary Indication->Comparator Primary Indication"
"43",1136601,"benzonatate",500000401,"OMOP Acute Renal Failure 1",0,21003205,"Cough",1163944,"Guaifenesin","Target Primary Indication->Comparator Primary Indication"
"44",1139179,"bromfenac",500000401,"OMOP Acute Renal Failure 1",0,21001357,"Postoperative Ocular Pain",1125315,"Acetaminophen","Target Any Indication->Comparator Any Indication"
"45",1390051,"Chlorambucil",500000401,"OMOP Acute Renal Failure 1",0,21000483,"Chronic Lymphoid Leukemia",1551099,"Prednisone","Target Primary Indication->Comparator Any Indication"
"46",790253,"Chlorazepate",500000401,"OMOP Acute Renal Failure 1",0,21000967,"Anxiety",708298,"Midazolam","Target Primary Indication->Comparator Primary Indication"
"47",800878,"Clozapine",500000401,"OMOP Acute Renal Failure 1",0,21013819,"Treatment-Resistant Schizophrenia",700299,"Thioridazine","Target Primary Indication->Comparator Primary Indication"
"48",19008009,"Cosyntropin",500000401,"OMOP Acute Renal Failure 1",0,21000636,"Acute Adrenocortical Insufficiency",1541079,"Corticotropin","Target Any Indication->Comparator Any Indication"
"49",1311409,"Dacarbazine",500000401,"OMOP Acute Renal Failure 1",0,21000471,"Hodgkin's Lymphoma",19008264,"Vinblastine","Target Primary Indication->Comparator Primary Indication"
"50",1304643,"darbepoetin alfa",500000401,"OMOP Acute Renal Failure 1",0,21000808,"Anemia due to Renal Failure",1514412,"Nandrolone","Target Primary Indication->Comparator Primary Indication"
"51",916230,"darifenacin",500000401,"OMOP Acute Renal Failure 1",0,21003255,"Urinary Urge Incontinence",918906,"oxybutynin","Target Primary Indication->Comparator Primary Indication"
"52",1756831,"darunavir",500000401,"OMOP Acute Renal Failure 1",0,21000157,"HIV Infection",1704183,"Lamivudine","Target Primary Indication->Comparator Primary Indication"
"53",924724,"Dicyclomine",500000401,"OMOP Acute Renal Failure 1",0,21002116,"Irritable Bowel Syndrome",1101703,"homatropine","Target Primary Indication->Comparator Any Indication"
"54",735850,"Disulfiram",500000401,"OMOP Acute Renal Failure 1",0,21000996,"Alcoholism",19043959,"acamprosate","Target Primary Indication->Comparator Primary Indication"
"55",1189697,"eletriptan",500000401,"OMOP Acute Renal Failure 1",0,21001116,"Migraine",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
"56",931973,"Endopeptidases",500000401,"OMOP Acute Renal Failure 1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"57",1711246,"entecavir",500000401,"OMOP Acute Renal Failure 1",0,21000192,"Chronic Type B Viral Hepatitis",1729323,"adefovir","Target Primary Indication->Comparator Primary Indication"
"58",1145379,"Ergotamine",500000401,"OMOP Acute Renal Failure 1",0,21003157,"Vascular Headache",1125315,"Acetaminophen","Target Any Indication->Comparator Any Indication"
"59",1396012,"ferrous gluconate",500000401,"OMOP Acute Renal Failure 1",0,21000803,"Iron Deficiency Anemia",941258,"Docusate","Target Primary Indication->Comparator Primary Indication"
"60",954853,"Flavoxate",500000401,"OMOP Acute Renal Failure 1",0,21003251,"Dysuria",933724,"Phenazopyridine","Target Primary Indication->Comparator Primary Indication"
"61",1356461,"Flutamide",500000401,"OMOP Acute Renal Failure 1",0,21000539,"Advanced Prostatic Carcinoma",1351541,"Leuprolide","Target Primary Indication->Comparator Primary Indication"
"62",1189458,"frovatriptan",500000401,"OMOP Acute Renal Failure 1",0,21001116,"Migraine",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
"63",1789276,"gatifloxacin",500000401,"OMOP Acute Renal Failure 1",0,21002274,"E. Coli Pyelonephritis",1717963,"ertapenem","Target Primary Indication->Comparator Any Indication"
"64",1763779,"Griseofulvin",500000401,"OMOP Acute Renal Failure 1",0,21000307,"Tinea Barbae",902950,"Tolnaftate","Target Primary Indication->Comparator Any Indication"
"65",923672,"Hyoscyamine",500000401,"OMOP Acute Renal Failure 1",0,21003251,"Dysuria",954853,"Flavoxate","Target Primary Indication->Comparator Primary Indication"
"66",778268,"Imipramine",500000401,"OMOP Acute Renal Failure 1",0,21003257,"Nocturnal Enuresis",1517070,"desmopressin","Target Primary Indication->Comparator Primary Indication"
"67",937368,"infliximab",500000401,"OMOP Acute Renal Failure 1",0,21002805,"Rheumatoid Arthritis",1305058,"Methotrexate","Target Primary Indication->Comparator Primary Indication"
"68",985708,"Ketoconazole",500000401,"OMOP Acute Renal Failure 1",0,21000315,"Tinea Corporis",958396,"butenafine","Target Primary Indication->Comparator Primary Indication"
"69",986117,"Ketotifen",500000401,"OMOP Acute Renal Failure 1",0,21001283,"Allergic Conjunctivitis",967562,"loteprednol etabonate","Target Primary Indication->Comparator Primary Indication"
"70",987245,"Lactulose",500000401,"OMOP Acute Renal Failure 1",0,21002114,"Constipation",986417,"POLYETHYLENE GLYCOL 3350","Target Primary Indication->Comparator Primary Indication"
"71",990760,"Lipase",500000401,"OMOP Acute Renal Failure 1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"72",1107830,"Loratadine",500000401,"OMOP Acute Renal Failure 1",0,21001770,"Allergic Rhinitis",1149380,"fluticasone","Target Primary Indication->Comparator Primary Indication"
"73",1794280,"Mebendazole",500000401,"OMOP Acute Renal Failure 1",0,21000387,"Enterobiasis",1759270,"Pyrantel","Target Primary Indication->Comparator Primary Indication"
"74",780369,"metaxalone",500000401,"OMOP Acute Renal Failure 1",0,21002855,"Muscle Spasm",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
"75",904356,"Methenamine",500000401,"OMOP Acute Renal Failure 1",0,21002320,"Urinary Tract Infections",1705674,"Trimethoprim","Target Primary Indication->Comparator Primary Indication"
"76",704943,"Methocarbamol",500000401,"OMOP Acute Renal Failure 1",0,21002856,"Muscle Spasm with Pain",1201620,"Codeine","Target Primary Indication->Comparator Any Indication"
"77",907879,"Miconazole",500000401,"OMOP Acute Renal Failure 1",0,21000322,"Vulvovaginal Candidiasis",1754994,"Fluconazole","Target Primary Indication->Comparator Primary Indication"
"78",1715472,"Nelfinavir",500000401,"OMOP Acute Renal Failure 1",0,21000157,"HIV Infection",1704183,"Lamivudine","Target Primary Indication->Comparator Primary Indication"
"79",717136,"Neostigmine",500000401,"OMOP Acute Renal Failure 1",0,21003253,"Urinary Retention",914335,"Atropine","Target Any Indication->Comparator Any Indication"
"80",721724,"Nortriptyline",500000401,"OMOP Acute Renal Failure 1",0,21001022,"Depression",750982,"Bupropion","Target Primary Indication->Comparator Primary Indication"
"81",741530,"orlistat",500000401,"OMOP Acute Renal Failure 1",0,21000789,"Obesity",735340,"Phentermine","Target Primary Indication->Comparator Primary Indication"
"82",1727443,"Paromomycin",500000401,"OMOP Acute Renal Failure 1",0,21000014,"Acute Intestinal Amebiasis",915981,"Neomycin","Target Any Indication->Comparator Any Indication"
"83",1729720,"Penicillin V",500000401,"OMOP Acute Renal Failure 1",0,21001750,"Pharyngitis",1768849,"Cefaclor","Target Primary Indication->Comparator Primary Indication"
"84",735340,"Phentermine",500000401,"OMOP Acute Renal Failure 1",0,21000789,"Obesity",739363,"sibutramine","Target Primary Indication->Comparator Primary Indication"
"85",1335539,"Phentolamine",500000401,"OMOP Acute Renal Failure 1",0,21001633,"Cerebral Ischemia",730729,"Pentobarbital","Target Primary Indication->Comparator Any Indication"
"86",951279,"Prilocaine",500000401,"OMOP Acute Renal Failure 1",0,21011419,"Regional Anesthesia for Postoperative Pain",1154029,"Fentanyl","Target Primary Indication->Comparator Any Indication"
"87",751347,"Primidone",500000401,"OMOP Acute Renal Failure 1",0,21001092,"Tonic-Clonic Epilepsy",750146,"Ethotoin","Target Primary Indication->Comparator Primary Indication"
"88",752061,"Prochlorperazine",500000401,"OMOP Acute Renal Failure 1",0,21003217,"Nausea and Vomiting",942799,"trimethobenzamide","Target Primary Indication->Comparator Primary Indication"
"89",781182,"ramelteon",500000401,"OMOP Acute Renal Failure 1",0,21013938,"Sleep-Onset Insomnia",720727,"zaleplon","Target Primary Indication->Comparator Primary Indication"
"90",1154077,"rizatriptan",500000401,"OMOP Acute Renal Failure 1",0,21001116,"Migraine",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
"91",965748,"Scopolamine",500000401,"OMOP Acute Renal Failure 1",0,21003375,"Motion Sickness",1153013,"Promethazine","Target Primary Indication->Comparator Any Indication"
"92",966991,"Simethicone",500000401,"OMOP Acute Renal Failure 1",0,21002081,"Hiatal Hernia with Reflux Esophagitis",908464,"magnesium carbonate","Target Primary Indication->Comparator Primary Indication"
"93",990499,"Sodium Phosphate, Monobasic",500000401,"OMOP Acute Renal Failure 1",0,21002114,"Constipation",987245,"Lactulose","Target Primary Indication->Comparator Primary Indication"
"94",836715,"Temazepam",500000401,"OMOP Acute Renal Failure 1",0,21003063,"Insomnia",757352,"Eszopiclone","Target Primary Indication->Comparator Primary Indication"
"95",1037005,"Tetrahydrocannabinol",500000401,"OMOP Acute Renal Failure 1",0,21000160,"Anorexia from HIV",1300978,"Megestrol","Target Primary Indication->Comparator Any Indication"
"96",1837289,"Thiabendazole",500000401,"OMOP Acute Renal Failure 1",0,21000383,"Cutaneous Larva Migrans",1506270,"Methylprednisolone","Target Any Indication->Comparator Any Indication"
"97",700465,"Thiothixene",500000401,"OMOP Acute Renal Failure 1",0,21000948,"Schizophrenia",735979,"Risperidone","Target Primary Indication->Comparator Primary Indication"
"98",1702559,"Tinidazole",500000401,"OMOP Acute Renal Failure 1",0,21000398,"Trichomoniasis",1707164,"Metronidazole","Target Primary Indication->Comparator Primary Indication"
"99",906914,"Urea",500000401,"OMOP Acute Renal Failure 1",0,21003118,"Skin Rash",920458,"Betamethasone","Target Primary Indication->Comparator Primary Indication"
"100",19008339,"Vitamin A",500000401,"OMOP Acute Renal Failure 1",0,21000683,"Vitamin Deficiency",19059817,"Pyridoxal","Target Primary Indication->Comparator Primary Indication"
"101",1111706,"zafirlukast",500000401,"OMOP Acute Renal Failure 1",0,21001866,"Bronchial Asthma",1137529,"salmeterol","Target Primary Indication->Comparator Primary Indication"
"102",1529331,"Acarbose",500000801,"OMOP Acute myocardial Infarction  1",0,21000594,"Type 2 Diabetes Mellitus",1503297,"Metformin","Target Primary Indication->Comparator Primary Indication"
"103",929435,"Acetazolamide",500000801,"OMOP Acute myocardial Infarction  1",0,21001206,"Narrow Angle Glaucoma",956874,"Furosemide","Target Any Indication->Comparator Any Indication"
"104",919204,"Amylases",500000801,"OMOP Acute myocardial Infarction  1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"105",1136601,"benzonatate",500000801,"OMOP Acute myocardial Infarction  1",0,21003205,"Cough",1163944,"Guaifenesin","Target Primary Indication->Comparator Primary Indication"
"106",1139179,"bromfenac",500000801,"OMOP Acute myocardial Infarction  1",0,21001357,"Postoperative Ocular Pain",1125315,"Acetaminophen","Target Any Indication->Comparator Any Indication"
"107",1390051,"Chlorambucil",500000801,"OMOP Acute myocardial Infarction  1",0,21000483,"Chronic Lymphoid Leukemia",1551099,"Prednisone","Target Primary Indication->Comparator Any Indication"
"108",790253,"Chlorazepate",500000801,"OMOP Acute myocardial Infarction  1",0,21000967,"Anxiety",708298,"Midazolam","Target Primary Indication->Comparator Primary Indication"
"109",992590,"Chlorothiazide",500000801,"OMOP Acute myocardial Infarction  1",0,21001583,"Pulmonary Edema due to Chronic Heart Failure",956874,"Furosemide","Target Primary Indication->Comparator Primary Indication"
"110",997881,"Clindamycin",500000801,"OMOP Acute myocardial Infarction  1",0,21002731,"Acne Vulgaris",1738521,"Doxycycline","Target Primary Indication->Comparator Primary Indication"
"111",19008009,"Cosyntropin",500000801,"OMOP Acute myocardial Infarction  1",0,21000636,"Acute Adrenocortical Insufficiency",1541079,"Corticotropin","Target Any Indication->Comparator Any Indication"
"112",916230,"darifenacin",500000801,"OMOP Acute myocardial Infarction  1",0,21003255,"Urinary Urge Incontinence",918906,"oxybutynin","Target Primary Indication->Comparator Primary Indication"
"113",924724,"Dicyclomine",500000801,"OMOP Acute myocardial Infarction  1",0,21002116,"Irritable Bowel Syndrome",1101703,"homatropine","Target Primary Indication->Comparator Any Indication"
"114",1724869,"Didanosine",500000801,"OMOP Acute myocardial Infarction  1",0,21000157,"HIV Infection",1710281,"tenofovir disoproxil","Target Primary Indication->Comparator Primary Indication"
"115",739323,"Droperidol",500000801,"OMOP Acute myocardial Infarction  1",0,21003079,"Pain",1125315,"Acetaminophen","Target Primary Indication->Comparator Primary Indication"
"116",931973,"Endopeptidases",500000801,"OMOP Acute myocardial Infarction  1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"117",1711246,"entecavir",500000801,"OMOP Acute myocardial Infarction  1",0,21000192,"Chronic Type B Viral Hepatitis",1729323,"adefovir","Target Primary Indication->Comparator Primary Indication"
"118",1396012,"ferrous gluconate",500000801,"OMOP Acute myocardial Infarction  1",0,21000803,"Iron Deficiency Anemia",941258,"Docusate","Target Primary Indication->Comparator Primary Indication"
"119",954853,"Flavoxate",500000801,"OMOP Acute myocardial Infarction  1",0,21003251,"Dysuria",933724,"Phenazopyridine","Target Primary Indication->Comparator Primary Indication"
"120",1356461,"Flutamide",500000801,"OMOP Acute myocardial Infarction  1",0,21000539,"Advanced Prostatic Carcinoma",1351541,"Leuprolide","Target Primary Indication->Comparator Primary Indication"
"121",1149380,"fluticasone",500000801,"OMOP Acute myocardial Infarction  1",0,21001770,"Allergic Rhinitis",1154332,"Pseudoephedrine","Target Primary Indication->Comparator Primary Indication"
"122",1789276,"gatifloxacin",500000801,"OMOP Acute myocardial Infarction  1",0,21002274,"E. Coli Pyelonephritis",1717963,"ertapenem","Target Primary Indication->Comparator Any Indication"
"123",923672,"Hyoscyamine",500000801,"OMOP Acute myocardial Infarction  1",0,21003251,"Dysuria",954853,"Flavoxate","Target Primary Indication->Comparator Primary Indication"
"124",985708,"Ketoconazole",500000801,"OMOP Acute myocardial Infarction  1",0,21000315,"Tinea Corporis",958396,"butenafine","Target Primary Indication->Comparator Primary Indication"
"125",986117,"Ketotifen",500000801,"OMOP Acute myocardial Infarction  1",0,21001283,"Allergic Conjunctivitis",967562,"loteprednol etabonate","Target Primary Indication->Comparator Primary Indication"
"126",987245,"Lactulose",500000801,"OMOP Acute myocardial Infarction  1",0,21002114,"Constipation",986417,"POLYETHYLENE GLYCOL 3350","Target Primary Indication->Comparator Primary Indication"
"127",990760,"Lipase",500000801,"OMOP Acute myocardial Infarction  1",0,21002227,"Pancreatic Insufficiency",1707164,"Metronidazole","Target Any Indication->Comparator Any Indication"
"128",767410,"lithium citrate",500000801,"OMOP Acute myocardial Infarction  1",0,21000953,"Manic Bipolar Disorder",766814,"quetiapine","Target Primary Indication->Comparator Any Indication"
"129",1107830,"Loratadine",500000801,"OMOP Acute myocardial Infarction  1",0,21001770,"Allergic Rhinitis",1149380,"fluticasone","Target Primary Indication->Comparator Primary Indication"
"130",1794280,"Mebendazole",500000801,"OMOP Acute myocardial Infarction  1",0,21000387,"Enterobiasis",1759270,"Pyrantel","Target Primary Indication->Comparator Primary Indication"
"131",780369,"metaxalone",500000801,"OMOP Acute myocardial Infarction  1",0,21002855,"Muscle Spasm",1125315,"Acetaminophen","Target Primary Indication->Comparator Any Indication"
